Source,Destination,Relationship
ASN1273,ASN6619,-1
ASN1273,ASN6660,-1
ASN1273,ASN6667,-1
ASN1273,ASN6739,-1
ASN1273,ASN6758,-1
ASN1273,ASN6774,-1
ASN1273,ASN6900,-1
ASN1273,ASN7160,-1
ASN1273,ASN7430,-1
ASN1273,ASN7552,-1
ASN1273,ASN8301,-1
ASN1273,ASN8302,-1
ASN1273,ASN8401,-1
ASN1273,ASN8402,-1
ASN1273,ASN8435,-1
ASN1273,ASN8760,-1
ASN1273,ASN8966,-1
ASN1273,ASN9009,-1
ASN1273,ASN9269,-1
ASN1273,ASN9299,-1
ASN1273,ASN9381,-1
ASN1273,ASN9500,-1
ASN1273,ASN9583,-1
ASN1273,ASN9829,-1
ASN1273,ASN9930,-1
ASN1273,ASN10099,-1
ASN1273,ASN10103,-1
ASN1273,ASN11179,-1
ASN1273,ASN11269,-1
ASN1273,ASN11757,-1
ASN1273,ASN12007,-1
ASN1273,ASN12190,-1
ASN1273,ASN12302,-1
ASN1273,ASN12353,-1
ASN1273,ASN12389,-1
ASN1273,ASN12430,-1
ASN1273,ASN12536,-1
ASN1273,ASN12541,-1
ASN1273,ASN12713,-1
ASN1273,ASN12880,-1
ASN1273,ASN12969,-1
ASN1273,ASN12980,-1
ASN1273,ASN13076,-1
ASN1273,ASN13285,-1
ASN1273,ASN14541,-1
ASN1273,ASN15217,-1
ASN1273,ASN15502,-1
ASN1273,ASN15557,-1
ASN1273,ASN15612,-1
ASN1273,ASN15766,-1
ASN1273,ASN15769,-1
ASN1273,ASN15772,-1
ASN1273,ASN15835,-1
ASN1273,ASN15865,-1
ASN1273,ASN15917,-1
ASN1273,ASN15924,-1
ASN1273,ASN15957,-1
ASN1273,ASN15961,-1
ASN1273,ASN16019,-1
ASN1273,ASN16353,-1
ASN1273,ASN16477,-1
ASN1273,ASN16525,-1
ASN1273,ASN16789,-1
ASN1273,ASN17557,-1
ASN1273,ASN18001,-1
ASN1273,ASN18403,-1
ASN1273,ASN19428,-1
ASN1273,ASN20705,-1
ASN1273,ASN20940,-1
ASN1273,ASN20990,-1
ASN1273,ASN21054,-1
ASN1273,ASN21351,-1
ASN1273,ASN21439,-1
ASN1273,ASN21497,-1
ASN1273,ASN21874,-1
ASN1273,ASN22717,-1
ASN1273,ASN24203,-1
ASN1273,ASN24691,-1
ASN1273,ASN24785,-1
ASN1273,ASN24835,-1
ASN1273,ASN25028,-1
ASN1273,ASN25135,-1
ASN1273,ASN25152,-1
ASN1273,ASN25310,-1
ASN1273,ASN25421,-1
ASN1273,ASN25582,-1
ASN1273,ASN25605,-1
ASN1273,ASN25818,-1
ASN1273,ASN25888,-1
ASN1273,ASN26178,-1
ASN1273,ASN27495,-1
ASN1273,ASN28695,-1
ASN1273,ASN29033,-1
ASN1273,ASN29049,-1
ASN1273,ASN29054,-1
ASN1273,ASN29283,-1
ASN1273,ASN29571,-1
ASN1273,ASN29614,-1
ASN1273,ASN30204,-1
ASN1273,ASN30437,-1
ASN1273,ASN30722,-1
ASN1273,ASN30894,-1
ASN1273,ASN31334,-1
ASN1273,ASN31411,-1
ASN1273,ASN31500,-1
ASN1273,ASN31641,-1
ASN1273,ASN31733,-1
ASN1273,ASN31855,-1
ASN1273,ASN32590,-1
ASN1273,ASN33874,-1
ASN1273,ASN33915,-1
ASN1273,ASN33953,-1
ASN1273,ASN34164,-1
ASN1273,ASN34587,-1
ASN1273,ASN34861,-1
ASN1273,ASN34930,-1
ASN1273,ASN35072,-1
ASN1273,ASN35974,-1
ASN1273,ASN36614,-1
ASN1273,ASN36873,-1
ASN1273,ASN36891,-1
ASN1273,ASN36925,-1
ASN1273,ASN36994,-1
ASN1273,ASN37002,-1
ASN1273,ASN37148,-1
ASN1273,ASN37451,-1
ASN1273,ASN37677,-1
ASN1273,ASN38191,-1
ASN1273,ASN39139,-1
ASN1273,ASN39270,-1
ASN1273,ASN39386,-1
ASN1273,ASN39836,-1
ASN1273,ASN39915,-1
ASN1273,ASN41230,-1
ASN1273,ASN41276,-1
ASN1273,ASN41840,-1
ASN1273,ASN41963,-1
ASN1273,ASN42228,-1
ASN1273,ASN42416,-1
ASN1273,ASN42816,-1
ASN1273,ASN43013,-1
ASN1273,ASN43282,-1
ASN1273,ASN43515,-1
ASN1273,ASN43639,-1
ASN1273,ASN43949,-1
ASN1273,ASN44022,-1
ASN1273,ASN44181,-1
ASN1273,ASN44292,-1
ASN1273,ASN44891,-1
ASN1273,ASN45629,-1
ASN1273,ASN45758,-1
ASN1273,ASN45899,-1
ASN1273,ASN47541,-1
ASN1273,ASN47563,-1
ASN1273,ASN47580,-1
ASN1273,ASN47720,-1
ASN1273,ASN48003,-1
ASN1273,ASN48083,-1
ASN1273,ASN48159,-1
ASN1273,ASN48660,-1
ASN1273,ASN48728,-1
ASN1273,ASN48945,-1
ASN1273,ASN49229,-1
ASN1273,ASN49635,-1
ASN1273,ASN49694,-1
ASN1273,ASN49758,-1
ASN1273,ASN49846,-1
ASN1273,ASN51318,-1
ASN1273,ASN51489,-1
ASN1273,ASN52019,-1
ASN1273,ASN55410,-1
ASN1273,ASN55415,-1
ASN1273,ASN55644,-1
ASN1273,ASN55759,-1
ASN1273,ASN58623,-1
ASN1273,ASN59253,-1
ASN1273,ASN59799,-1
ASN1273,ASN59809,-1
ASN1273,ASN59930,-1
ASN1273,ASN60110,-1
ASN1273,ASN60185,-1
ASN1273,ASN60333,-1
ASN1273,ASN60760,-1
ASN1273,ASN60962,-1
ASN1273,ASN60969,-1
ASN1273,ASN61054,-1
ASN1273,ASN62041,-1
ASN1273,ASN62262,-1
ASN1273,ASN62715,-1
ASN1273,ASN131267,-1
ASN1273,ASN132132,-1
ASN1273,ASN132451,-1
ASN1273,ASN196646,-1
ASN1273,ASN196839,-1
ASN1273,ASN196933,-1
ASN1273,ASN197000,-1
ASN1273,ASN197085,-1
ASN1273,ASN197338,-1
ASN1273,ASN197613,-1
ASN1273,ASN197669,-1
ASN1273,ASN198276,-1
ASN1273,ASN198313,-1
ASN1273,ASN198472,-1
ASN1273,ASN199027,-1
ASN1273,ASN199055,-1
ASN1273,ASN199291,-1
ASN1273,ASN199477,-1
ASN1273,ASN199516,-1
ASN1273,ASN199555,-1
ASN1273,ASN199713,-1
ASN1273,ASN200107,-1
ASN1273,ASN201358,-1
ASN1273,ASN201528,-1
ASN1273,ASN201529,-1
ASN1273,ASN202148,-1
ASN1273,ASN202219,-1
ASN1273,ASN204236,-1
ASN1273,ASN204260,-1
ASN1273,ASN393223,-1
ASN1299,ASN1267,-1
ASN1299,ASN1273,-1
ASN2914,ASN12637,-1
ASN3257,ASN260,-1
ASN3257,ASN376,-1
ASN3257,ASN786,-1
ASN3257,ASN792,-1
ASN3257,ASN803,-1
ASN3257,ASN852,-1
ASN3257,ASN855,-1
ASN3257,ASN1103,-1
ASN3257,ASN1213,-1
ASN3257,ASN1215,-1
ASN3257,ASN1217,-1
ASN3257,ASN1258,-1
ASN3257,ASN1280,-1
ASN3257,ASN1341,-1
ASN3257,ASN1403,-1
ASN3257,ASN1421,-1
ASN3257,ASN1449,-1
ASN3257,ASN1605,-1
ASN3257,ASN1610,-1
ASN3257,ASN1668,-1
ASN3257,ASN1680,-1
ASN3257,ASN1764,-1
ASN3257,ASN1828,-1
ASN3257,ASN2110,-1
ASN3257,ASN2200,-1
ASN3257,ASN2611,-1
ASN3257,ASN2636,-1
ASN3257,ASN2711,-1
ASN3257,ASN2734,-1
ASN3257,ASN3043,-1
ASN3257,ASN3208,-1
ASN3257,ASN3255,-1
ASN3257,ASN3302,-1
ASN3257,ASN3367,-1
ASN3257,ASN3584,-1
ASN3257,ASN3595,-1
ASN3257,ASN3737,-1
ASN3257,ASN3842,-1
ASN3257,ASN3856,-1
ASN3257,ASN3943,-1
ASN3257,ASN4058,-1
ASN3257,ASN4230,-1
ASN3257,ASN4250,-1
ASN3257,ASN4436,-1
ASN3257,ASN4511,-1
ASN3257,ASN4544,-1
ASN3257,ASN4565,-1
ASN3257,ASN4589,-1
ASN3257,ASN4788,-1
ASN3257,ASN4826,-1
ASN3257,ASN4866,-1
ASN3257,ASN4882,-1
ASN3257,ASN4893,-1
ASN3257,ASN5089,-1
ASN3257,ASN5091,-1
ASN3257,ASN5394,-1
ASN3257,ASN5396,-1
ASN3257,ASN5409,-1
ASN3257,ASN5463,-1
ASN3257,ASN5466,-1
ASN3257,ASN5602,-1
ASN3257,ASN5607,-1
ASN3257,ASN5645,-1
ASN3257,ASN5738,-1
ASN3257,ASN5760,-1
ASN3257,ASN5784,-1
ASN3257,ASN6095,-1
ASN3257,ASN6181,-1
ASN3257,ASN6220,-1
ASN3257,ASN6280,-1
ASN3257,ASN6327,-1
ASN3257,ASN6391,-1
ASN3257,ASN6407,-1
ASN3257,ASN6450,-1
ASN3257,ASN6643,-1
ASN3257,ASN6661,-1
ASN3257,ASN6663,-1
ASN3257,ASN6667,-1
ASN3257,ASN6677,-1
ASN3257,ASN6713,-1
ASN3257,ASN6723,-1
ASN3257,ASN6774,-1
ASN3257,ASN6812,-1
ASN3257,ASN6848,-1
ASN3257,ASN6855,-1
ASN3257,ASN6894,-1
ASN3257,ASN6907,-1
ASN3257,ASN7012,-1
ASN3257,ASN7020,-1
ASN3257,ASN7057,-1
ASN3257,ASN7065,-1
ASN3257,ASN7158,-1
ASN3257,ASN7219,-1
ASN3257,ASN7226,-1
ASN3257,ASN7270,-1
ASN3257,ASN7303,-1
ASN3257,ASN7314,-1
ASN3257,ASN7415,-1
ASN3257,ASN7453,-1
ASN3257,ASN7456,-1
ASN3257,ASN7473,-1
ASN3257,ASN7500,-1
ASN3257,ASN7632,-1
ASN3257,ASN7738,-1
ASN3257,ASN7784,-1
ASN3257,ASN7795,-1
ASN3257,ASN7944,-1
ASN3257,ASN7992,-1
ASN3257,ASN8001,-1
ASN3257,ASN8029,-1
ASN3257,ASN8038,-1
ASN3257,ASN8048,-1
ASN3257,ASN8075,-1
ASN3257,ASN8100,-1
ASN3257,ASN8151,-1
ASN3257,ASN8201,-1
ASN3257,ASN8262,-1
ASN3257,ASN8283,-1
ASN3257,ASN8304,-1
ASN3257,ASN8308,-1
ASN3257,ASN8361,-1
ASN3257,ASN8368,-1
ASN3257,ASN8399,-1
ASN3257,ASN8400,-1
ASN3257,ASN8447,-1
ASN3257,ASN8452,-1
ASN3257,ASN8455,-1
ASN3257,ASN8495,-1
ASN3257,ASN8513,-1
ASN3257,ASN8523,-1
ASN3257,ASN8551,-1
ASN3257,ASN8560,-1
ASN3257,ASN8612,-1
ASN3257,ASN8657,-1
ASN3257,ASN8697,-1
ASN3257,ASN8781,-1
ASN3257,ASN8784,-1
ASN3257,ASN8789,-1
ASN3257,ASN8793,-1
ASN3257,ASN8816,-1
ASN3257,ASN8878,-1
ASN3257,ASN8895,-1
ASN3257,ASN8902,-1
ASN3257,ASN8922,-1
ASN3257,ASN8926,-1
ASN3257,ASN8928,-1
ASN3257,ASN8966,-1
ASN3257,ASN9038,-1
ASN3257,ASN9044,-1
ASN3257,ASN9050,-1
ASN3257,ASN9116,-1
ASN3257,ASN9121,-1
ASN3257,ASN9137,-1
ASN3257,ASN9153,-1
ASN3257,ASN9188,-1
ASN3257,ASN9197,-1
ASN3257,ASN9208,-1
ASN3257,ASN9269,-1
ASN3257,ASN9293,-1
ASN3257,ASN9304,-1
ASN3257,ASN9381,-1
ASN3257,ASN9416,-1
ASN3257,ASN9443,-1
ASN3257,ASN9498,-1
ASN3257,ASN9583,-1
ASN3257,ASN10026,-1
ASN3257,ASN10030,-1
ASN3257,ASN10099,-1
ASN3257,ASN10103,-1
ASN3257,ASN10204,-1
ASN3257,ASN10302,-1
ASN3257,ASN10480,-1
ASN3257,ASN10674,-1
ASN3257,ASN10905,-1
ASN3257,ASN10910,-1
ASN3257,ASN10912,-1
ASN3257,ASN10913,-1
ASN3257,ASN10929,-1
ASN3257,ASN10996,-1
ASN3257,ASN11013,-1
ASN3257,ASN11019,-1
ASN3257,ASN11074,-1
ASN3257,ASN11232,-1
ASN3257,ASN11260,-1
ASN3257,ASN11280,-1
ASN3257,ASN11282,-1
ASN3257,ASN11290,-1
ASN3257,ASN11403,-1
ASN3257,ASN11404,-1
ASN3257,ASN11522,-1
ASN3257,ASN11557,-1
ASN3257,ASN11666,-1
ASN3257,ASN11686,-1
ASN3257,ASN11696,-1
ASN3257,ASN11758,-1
ASN3257,ASN11772,-1
ASN3257,ASN11774,-1
ASN3257,ASN11776,-1
ASN3257,ASN11798,-1
ASN3257,ASN11807,-1
ASN3257,ASN11814,-1
ASN3257,ASN11849,-1
ASN3257,ASN11854,-1
ASN3257,ASN11855,-1
ASN3257,ASN11856,-1
ASN3257,ASN11867,-1
ASN3257,ASN11876,-1
ASN3257,ASN11877,-1
ASN3257,ASN11878,-1
ASN3257,ASN12035,-1
ASN3257,ASN12041,-1
ASN3257,ASN12059,-1
ASN3257,ASN12083,-1
ASN3257,ASN12096,-1
ASN3257,ASN12129,-1
ASN3257,ASN12168,-1
ASN3257,ASN12179,-1
ASN3257,ASN12182,-1
ASN3257,ASN12189,-1
ASN3257,ASN12252,-1
ASN3257,ASN12287,-1
ASN3257,ASN12312,-1
ASN3257,ASN12337,-1
ASN3257,ASN12360,-1
ASN3257,ASN12372,-1
ASN3257,ASN12389,-1
ASN3257,ASN12399,-1
ASN3257,ASN12498,-1
ASN3257,ASN12578,-1
ASN3257,ASN12586,-1
ASN3257,ASN12605,-1
ASN3257,ASN12637,-1
ASN3257,ASN12638,-1
ASN3257,ASN12678,-1
ASN3257,ASN12703,-1
ASN3257,ASN12741,-1
ASN3257,ASN12754,-1
ASN3257,ASN12786,-1
ASN3257,ASN12787,-1
ASN3257,ASN12827,-1
ASN3257,ASN12859,-1
ASN3257,ASN12883,-1
ASN3257,ASN12897,-1
ASN3257,ASN12902,-1
ASN3257,ASN12945,-1
ASN3257,ASN12961,-1
ASN3257,ASN12989,-1
ASN3257,ASN12993,-1
ASN3257,ASN13037,-1
ASN3257,ASN13039,-1
ASN3257,ASN13213,-1
ASN3257,ASN13237,-1
ASN3257,ASN13285,-1
ASN3257,ASN13331,-1
ASN3257,ASN13335,-1
ASN3257,ASN13345,-1
ASN3257,ASN13360,-1
ASN3257,ASN13480,-1
ASN3257,ASN13537,-1
ASN3257,ASN13557,-1
ASN3257,ASN13591,-1
ASN3257,ASN13592,-1
ASN3257,ASN13722,-1
ASN3257,ASN13730,-1
ASN3257,ASN13739,-1
ASN3257,ASN13760,-1
ASN3257,ASN13763,-1
ASN3257,ASN13768,-1
ASN3257,ASN13789,-1
ASN3257,ASN13798,-1
ASN3257,ASN13825,-1
ASN3257,ASN13909,-1
ASN3257,ASN14080,-1
ASN3257,ASN14135,-1
ASN3257,ASN14193,-1
ASN3257,ASN14200,-1
ASN3257,ASN14238,-1
ASN3257,ASN14332,-1
ASN3257,ASN14361,-1
ASN3257,ASN14398,-1
ASN3257,ASN14453,-1
ASN3257,ASN14492,-1
ASN3257,ASN14522,-1
ASN3257,ASN14585,-1
ASN3257,ASN14589,-1
ASN3257,ASN14601,-1
ASN3257,ASN14627,-1
ASN3257,ASN14701,-1
ASN3257,ASN14743,-1
ASN3257,ASN14744,-1
ASN3257,ASN14753,-1
ASN3257,ASN14754,-1
ASN3257,ASN14829,-1
ASN3257,ASN14832,-1
ASN3257,ASN14923,-1
ASN3257,ASN14928,-1
ASN3257,ASN14929,-1
ASN3257,ASN14986,-1
ASN3257,ASN14987,-1
ASN3257,ASN15003,-1
ASN3257,ASN15024,-1
ASN3257,ASN15042,-1
ASN3257,ASN15072,-1
ASN3257,ASN15084,-1
ASN3257,ASN15128,-1
ASN3257,ASN15133,-1
ASN3257,ASN15149,-1
ASN3257,ASN15247,-1
ASN3257,ASN15412,-1
ASN3257,ASN15421,-1
ASN3257,ASN15435,-1
ASN3257,ASN15447,-1
ASN3257,ASN15557,-1
ASN3257,ASN15570,-1
ASN3257,ASN15576,-1
ASN3257,ASN15589,-1
ASN3257,ASN15600,-1
ASN3257,ASN15692,-1
ASN3257,ASN15695,-1
ASN3257,ASN15701,-1
ASN3257,ASN15703,-1
ASN3257,ASN15782,-1
ASN3257,ASN15805,-1
ASN3257,ASN15830,-1
ASN3257,ASN15919,-1
ASN3257,ASN15943,-1
ASN3257,ASN16080,-1
ASN3257,ASN16086,-1
ASN3257,ASN16128,-1
ASN3257,ASN16162,-1
ASN3257,ASN16194,-1
ASN3257,ASN16206,-1
ASN3257,ASN16214,-1
ASN3257,ASN16238,-1
ASN3257,ASN16509,-1
ASN3257,ASN16552,-1
ASN3257,ASN16591,-1
ASN3257,ASN16613,-1
ASN3257,ASN16632,-1
ASN3257,ASN16647,-1
ASN3257,ASN16668,-1
ASN3257,ASN16713,-1
ASN3257,ASN16803,-1
ASN3257,ASN16839,-1
ASN3257,ASN16970,-1
ASN3257,ASN16978,-1
ASN3257,ASN17012,-1
ASN3257,ASN17077,-1
ASN3257,ASN17088,-1
ASN3257,ASN17090,-1
ASN3257,ASN17139,-1
ASN3257,ASN17149,-1
ASN3257,ASN17151,-1
ASN3257,ASN17397,-1
ASN3257,ASN17444,-1
ASN3257,ASN17666,-1
ASN3257,ASN17924,-1
ASN3257,ASN18001,-1
ASN3257,ASN18106,-1
ASN3257,ASN18119,-1
ASN3257,ASN18450,-1
ASN3257,ASN18456,-1
ASN3257,ASN18505,-1
ASN3257,ASN18588,-1
ASN3257,ASN18608,-1
ASN3257,ASN18717,-1
ASN3257,ASN18747,-1
ASN3257,ASN18779,-1
ASN3257,ASN18978,-1
ASN3257,ASN18990,-1
ASN3257,ASN19037,-1
ASN3257,ASN19066,-1
ASN3257,ASN19108,-1
ASN3257,ASN19137,-1
ASN3257,ASN19159,-1
ASN3257,ASN19165,-1
ASN3257,ASN19214,-1
ASN3257,ASN19222,-1
ASN3257,ASN19234,-1
ASN3257,ASN19257,-1
ASN3257,ASN19324,-1
ASN3257,ASN19397,-1
ASN3257,ASN19506,-1
ASN3257,ASN19551,-1
ASN3257,ASN19662,-1
ASN3257,ASN19679,-1
ASN3257,ASN19710,-1
ASN3257,ASN19740,-1
ASN3257,ASN19752,-1
ASN3257,ASN19842,-1
ASN3257,ASN19854,-1
ASN3257,ASN19864,-1
ASN3257,ASN19905,-1
ASN3257,ASN19966,-1
ASN3257,ASN19993,-1
ASN3257,ASN20021,-1
ASN3257,ASN20077,-1
ASN3257,ASN20093,-1
ASN3257,ASN20144,-1
ASN3257,ASN20216,-1
ASN3257,ASN20223,-1
ASN3257,ASN20284,-1
ASN3257,ASN20312,-1
ASN3257,ASN20324,-1
ASN3257,ASN20412,-1
ASN3257,ASN20462,-1
ASN3257,ASN20473,-1
ASN3257,ASN20621,-1
ASN3257,ASN20645,-1
ASN3257,ASN20647,-1
ASN3257,ASN20650,-1
ASN3257,ASN20707,-1
ASN3257,ASN20718,-1
ASN3257,ASN20804,-1
ASN3257,ASN20811,-1
ASN3257,ASN20850,-1
ASN3257,ASN20853,-1
ASN3257,ASN20878,-1
ASN3257,ASN20940,-1
ASN3257,ASN20960,-1
ASN3257,ASN20976,-1
ASN3257,ASN20984,-1
ASN3257,ASN21013,-1
ASN3257,ASN21021,-1
ASN3257,ASN21056,-1
ASN3257,ASN21221,-1
ASN3257,ASN21260,-1
ASN3257,ASN21321,-1
ASN3257,ASN21345,-1
ASN3257,ASN21351,-1
ASN3257,ASN21509,-1
ASN3257,ASN21513,-1
ASN3257,ASN21534,-1
ASN3257,ASN21548,-1
ASN3257,ASN21669,-1
ASN3257,ASN21724,-1
ASN3257,ASN21755,-1
ASN3257,ASN21802,-1
ASN3257,ASN21859,-1
ASN3257,ASN21983,-1
ASN3257,ASN22075,-1
ASN3257,ASN22232,-1
ASN3257,ASN22299,-1
ASN3257,ASN22317,-1
ASN3257,ASN22363,-1
ASN3257,ASN22384,-1
ASN3257,ASN22518,-1
ASN3257,ASN22591,-1
ASN3257,ASN22616,-1
ASN3257,ASN22634,-1
ASN3257,ASN22652,-1
ASN3257,ASN22653,-1
ASN3257,ASN22668,-1
ASN3257,ASN22702,-1
ASN3257,ASN22768,-1
ASN3257,ASN22781,-1
ASN3257,ASN22799,-1
ASN3257,ASN22822,-1
ASN3257,ASN22915,-1
ASN3257,ASN22923,-1
ASN3257,ASN22925,-1
ASN3257,ASN22957,-1
ASN3257,ASN22964,-1
ASN3257,ASN22995,-1
ASN3257,ASN23100,-1
ASN3257,ASN23108,-1
ASN3257,ASN23114,-1
ASN3257,ASN23136,-1
ASN3257,ASN23148,-1
ASN3257,ASN23184,-1
ASN3257,ASN23310,-1
ASN3257,ASN23312,-1
ASN3257,ASN23342,-1
ASN3257,ASN23352,-1
ASN3257,ASN23367,-1
ASN3257,ASN23372,-1
ASN3257,ASN23393,-1
ASN3257,ASN23487,-1
ASN3257,ASN23498,-1
ASN3257,ASN23520,-1
ASN3257,ASN23522,-1
ASN3257,ASN23550,-1
ASN3257,ASN23576,-1
ASN3257,ASN23655,-1
ASN3257,ASN23678,-1
ASN3257,ASN23947,-1
ASN3257,ASN24043,-1
ASN3257,ASN24514,-1
ASN3257,ASN24534,-1
ASN3257,ASN24592,-1
ASN3257,ASN24637,-1
ASN3257,ASN24753,-1
ASN3257,ASN24776,-1
ASN3257,ASN24894,-1
ASN3257,ASN24931,-1
ASN3257,ASN24940,-1
ASN3257,ASN24953,-1
ASN3257,ASN24958,-1
ASN3257,ASN25003,-1
ASN3257,ASN25098,-1
ASN3257,ASN25122,-1
ASN3257,ASN25148,-1
ASN3257,ASN25151,-1
ASN3257,ASN25220,-1
ASN3257,ASN25369,-1
ASN3257,ASN25441,-1
ASN3257,ASN25540,-1
ASN3257,ASN25577,-1
ASN3257,ASN25596,-1
ASN3257,ASN25605,-1
ASN3257,ASN25614,-1
ASN3257,ASN25653,-1
ASN3257,ASN25720,-1
ASN3257,ASN25761,-1
ASN3257,ASN25780,-1
ASN3257,ASN25795,-1
ASN3257,ASN25826,-1
ASN3257,ASN25844,-1
ASN3257,ASN25973,-1
ASN3257,ASN25981,-1
ASN3257,ASN26167,-1
ASN3257,ASN26198,-1
ASN3257,ASN26282,-1
ASN3257,ASN26288,-1
ASN3257,ASN26342,-1
ASN3257,ASN26375,-1
ASN3257,ASN26424,-1
ASN3257,ASN26476,-1
ASN3257,ASN26479,-1
ASN3257,ASN26542,-1
ASN3257,ASN26548,-1
ASN3257,ASN26554,-1
ASN3257,ASN26697,-1
ASN3257,ASN26718,-1
ASN3257,ASN26739,-1
ASN3257,ASN26769,-1
ASN3257,ASN26803,-1
ASN3257,ASN26832,-1
ASN3257,ASN26938,-1
ASN3257,ASN26962,-1
ASN3257,ASN26967,-1
ASN3257,ASN26972,-1
ASN3257,ASN26991,-1
ASN3257,ASN27005,-1
ASN3257,ASN27257,-1
ASN3257,ASN27280,-1
ASN3257,ASN27299,-1
ASN3257,ASN27381,-1
ASN3257,ASN27393,-1
ASN3257,ASN27413,-1
ASN3257,ASN27458,-1
ASN3257,ASN27506,-1
ASN3257,ASN27536,-1
ASN3257,ASN27596,-1
ASN3257,ASN27612,-1
ASN3257,ASN27768,-1
ASN3257,ASN27908,-1
ASN3257,ASN27978,-1
ASN3257,ASN28513,-1
ASN3257,ASN28707,-1
ASN3257,ASN28760,-1
ASN3257,ASN28776,-1
ASN3257,ASN28786,-1
ASN3257,ASN28792,-1
ASN3257,ASN28858,-1
ASN3257,ASN28917,-1
ASN3257,ASN29017,-1
ASN3257,ASN29045,-1
ASN3257,ASN29066,-1
ASN3257,ASN29119,-1
ASN3257,ASN29140,-1
ASN3257,ASN29208,-1
ASN3257,ASN29286,-1
ASN3257,ASN29419,-1
ASN3257,ASN29446,-1
ASN3257,ASN29518,-1
ASN3257,ASN29550,-1
ASN3257,ASN29551,-1
ASN3257,ASN29575,-1
ASN3257,ASN29636,-1
ASN3257,ASN29644,-1
ASN3257,ASN29655,-1
ASN3257,ASN29680,-1
ASN3257,ASN29686,-1
ASN3257,ASN29697,-1
ASN3257,ASN29732,-1
ASN3257,ASN29748,-1
ASN3257,ASN29757,-1
ASN3257,ASN29784,-1
ASN3257,ASN29802,-1
ASN3257,ASN29854,-1
ASN3257,ASN29909,-1
ASN3257,ASN29974,-1
ASN3257,ASN30081,-1
ASN3257,ASN30114,-1
ASN3257,ASN30148,-1
ASN3257,ASN30176,-1
